Codigo,Descripcion,Marca,Rubro,Subrubro,Categoria,CostoSinIVA,VentaSinIVA,Stock,Unidad
MA1510,EGGER MDF FOLIADO  FINELINE CREMA   (H1424  ST22) 18MM 1.83X2.60MT,Egger,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
MA1181,EGGER MDF FOLIADO  ESENCIA TECA LIMO (H7525  STA7) 18MM 1.83X2.60MT **B**,Egger,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
SA3704,FV-SIFON PARA LAVATORIO                242/02 CR,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA3735,ACQUA SYSTEM TERMOFUSORA 800W SIN BOQUILLAS   08-900111008,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
MA0488,TAPACANTO SOFT C/COLA 50MM X 10MT ALMENDRA,Tapacanto,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
MA0480,TAPACANTO SOFT C/COLA 50MM X 10MT GRIS HUMO,Tapacanto,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
SA3858,FV-TEMPLE GRIF.MONOC. LAVATORIO         181/87-CR **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA3859,FV-TEMPLE GRIF.DUCHA MOVIL C/TRANSF     103/87-CR,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA3862,FV-TEMPLE GRIF.BIDET C/TRANSFERENCIA    295/87-CR,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
MA0474,BARRAL MADERA LISO TENIDO CEDRO 33MM X 2.80 MT,Barral,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
MA0452,SET C/ARGOLLAS P/BARRAL TEN.CEDRO 33MM X 2.80 MT,Set,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
MA0449,SET C/ARGOLLAS P/BARRAL TEN.CEDRO 33MM X 2.60 MT,Set,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA3871,ACQUA SYSTEM BOQUILLA MH DE 63MM   08-900405000,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
SA3873,ACQUA SYSTEM BOQUILLA MH DE 90MM   08-900407000,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
MA0446,SET C/ARGOLLAS P/BARRAL TEN.CEDRO 22MM X 2.20 MT,Set,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
MA0436,BARRAL MADERA LISO TENIDO CEDRO 33MM X 2.60 MT,Barral,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA3889,ACQUA SYSTEM TERMOFUSION TAPA H. 90MM   08-300090000,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
MA0358,TAPACANTO PREENCOLADO  MEL.   22MM X 10MT ROBLE MORO,Tapacanto,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
SA3894,ACQUA SYSTEM ACQUA LUMINUM FRESA 25MM   08-900225000,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
SA3896,ACQUA SYSTEM LUMINUM CALIBRADOR PARA FRESA 20/25 ***BAJA***,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
SA3904,FV-TEMPLE GRIF.MONOC. BIDET             189/87-CR **BAJA**,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
AB2434,CLARABOYA ACRIL-BASE ALUM REFORZ. FIJA 50 X 50,Claraboya,Aberturas,Claraboya,Claraboya,5000.00,6750.00,2,Unidad
MA0282,MENSULA REF. P/ESTANT.18CM    P/PANEL RANURADO,Mensula,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
MA0257,DECOR   LAMINA DEC.1250X3080 VERDE ESMERALDA  119,Decor,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
MA0251,TAPACANTO PORO C/COLA 22MM X 10MT ROBLE -B-,Tapacanto,Maderas,Tableros Maderas,Tableros Maderas,5000.00,6750.00,2,Unidad
SA3925,ACQUA SYSTEM TERMOFUSION UNION DOBLE BRIDADA 63MM   08-331063063,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
MA0191,CANTOFLEX-TEX.LISO 20MMX10MT -139 AZUL ACERO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
MA0170,"VARILLA ESTRIADA NATURAL 10 MM X 1,20 METROS",Varilla,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
MA0149,"VARILLA LISA NATURAL 16 MM X 1,20 METROS",Varilla,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA3960,ACQUA SYSTEM ACQUA LUMINUM FRESA 40MM   08-900240000,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
SA3963,FV-SIFON PARA LAVATORIO                242/01 CR  MINIMALISTA,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA4006,ERREDE-VALVULA PAR TANQUE M-3000-HORIZ.HEMBRA 1/2,Plomeria,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
MA0002,KARIKAL LAMINA DEC.122X306 NOGAL RUBIO       5010,Karikal,Pisos Y Revestimientos,Pisos Flotantes,Pisos Flotantes,5000.00,6750.00,2,Unidad
LU0131,JIT - KIT BOMBA GAS OIL 12V. COD.191,Jit,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
LU0076,JIT - ENGRASADOR NEUMATICO 3 KG COD.131,Jit,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
LU0068,JIT - BOMBA MANUAL P/ACEITE 5LT COD.95,Jit,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE2009,TIRADOR P/MUEBLE CORDOBA 128MM ARGENTO UV   30500,Tirador,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE1395,RUEDA A RULEMAN CANAL V  200 MM (350KG)  ART.10027,Rueda,Ferreteria General,Ruedas Y Patas,Ruedas Y Patas,5000.00,6750.00,2,Unidad
HE1341,B-LA HERRERIA-ROSETON ART.1647/2 (12X6MM) 200X500  (5-20),Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE1299,"INOX IDEAS - SOPORTE AJUSTABLE SA-404X50,8",Inox,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,5000.00,6750.00,2,Unidad
HE1297,"INOX IDEAS - SOPORTE AJUSTABLE SA-402X50,8",Inox,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,5000.00,6750.00,2,Unidad
HE1278,"INOX IDEAS - TAPA FINAL TF - 502X50,8 MM",Inox,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,5000.00,6750.00,2,Unidad
HE1270,"INOX IDEAS - SOPORTE TUBO ST -312X50,8 MM",Inox,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,5000.00,6750.00,2,Unidad
HE1248,"INOX IDEAS - CONECTOR TUBO CT-207X50,8MM",Inox,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,5000.00,6750.00,2,Unidad
HE1232,INOX IDEAS - SPIDER 2 BRAZOS FLAT,Inox,Pisos Y Revestimientos,Listeles-Molduras-Zocalos,Listeles-Molduras-Zocalos,5000.00,6750.00,2,Unidad
HE1153,LA HERRERIA 155/2-VIROLA CANO DIAM. 12 30X65  (50-450),Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE1149,KUNSTLER ACCESORIO K-NUM 64* BAJA,Kunstler,Ferreteria General,Fijaciones,Fijaciones,5000.00,6750.00,2,Unidad
HE1115,LA HERRERIA 137/9-MARIPOSA 110X65 ESP. 0.5   (50-200),Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE1100,LA HERRERIA 50/6-BALUSTRE CUAD.12X12 90 CM 2-TORS  (10-50),Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE1052,DELLAVO-1031/B SOPORTE REBATIBLE 300MM AC.BLANCO (4) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE1041,CAJA FUERTE SHERMAN N*115 20X23 EMP.C/BUZON(106),Caja,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE1027,DUCASSE-SIST.CORR.LIVIANA RIEL ALUMINIOX3M 06-011,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0928,GUIA P/PORTON CORR.5703-LARGO 85MM CANAL 12 MM,Guia,Ferreteria General,Ruedas Y Patas,Ruedas Y Patas,5000.00,6750.00,2,Unidad
HE0922,RUEDA P/MUEBLE 33/4 GOTA ZAMAC 35MM BASE 4 TOR.,Rueda,Ferreteria General,Ruedas Y Patas,Ruedas Y Patas,5000.00,6750.00,2,Unidad
HE0877,KUNSTLER-SOPORTE TIPO L ALA DESIGUAL SLD PINTADO 2,Ferreteria General,Ferreteria General,Fijaciones,Fijaciones,5000.00,6750.00,2,Unidad
SA4478,ACQUA SYSTEM SOPORTE P/CENT. Y ALINEACION ***BAJA***,Acqua,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
HE0857,ACC. HIERRO FORJADO MOD.620,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE0839,MATIENZO 32-424    APLIQUE ARTESANAL CUA.1/2 110-150 ALUMINIO,Matienzo,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0833,MATIENZO 18-150-A  RUEDA LEVADIZO C/RULE. D.150MM 150-16 FUNDICION,Matienzo,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0800,ACC. HIERRO FORJADO MOD.500 18CMX16CM,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE0794,DELLAVO-900  FRENTE BUZON CARTAS 215X65 NEGRO   (3) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA4504,NAGEL-GRAMPA FIJACION P/CANO PVC  63MM    X 10U,Ferreteria General,Ferreteria General,Fijaciones,Fijaciones,5000.00,6750.00,2,Unidad
SA4506,NAGEL-GRAMPA FIJACION P/TERMOFUSION 20MM  X 10U,Ferreteria General,Ferreteria General,Fijaciones,Fijaciones,5000.00,6750.00,2,Unidad
HE0778,DELLAVO-1201 BRAZO EMPUJE 25CM HIERRO CINC.  (6) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0773,DUCASSE-SIST.CORR.PLACAR DUCLOSET DOBLE    10100201301,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA4536,FERRUM-ARMONICA-LAVAT.ELEA OVAL 3A LO8F  BLANCO,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
HE0719,REGATON A-19 CUADRADO INTERIOR 30X30 NEGRO,Regaton,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA4566,"TUBO MH - AWADUCT 1025-CLOACAL DE 063X3,00 M",Awaduct,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
AB1520,GELB-CREMALLERA NYLON 1.5MTS P/GELB FORCE 300 014,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA4590,CODO A 87*30 AWADUCT 2047-(H-H ) DE 063,Awaduct,Plomeria,Desagues Y Accesorios Tuberia,Desagues Y Accesorios Tuberia,5000.00,6750.00,2,Unidad
SA4602,RAMAL 87*30 AWADUCT 2019- M-H DE 063X063,Awaduct,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE0546,RAPI-ESTANT REP003 PACK C/2 MENSULA 25X30 NEGRO,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0544,RAPI-ESTANT REP002 PACK C/2 MENSULA 25X20 HABANO*,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
AB1503,KITI APRICLASS BASIC NICE OTTO (300KG) PORTON LEVADIZO   90200-103,Kiti,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0510,RUEDA A RULEMAN CANAL CUADRO 125MM (225KG)  ART.10044,Rueda,Ferreteria General,Ruedas Y Patas,Ruedas Y Patas,5000.00,6750.00,2,Unidad
HE0501,RUEDA A RULEMAN IMP.CANAL V 105 MM,Rueda,Ferreteria General,Ruedas Y Patas,Ruedas Y Patas,5000.00,6750.00,2,Unidad
HE0461,FONDERE-BOCALLAVE D/PAL 503-BISEL RED 48MM PLATIL,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA4635,PORTAR.ACERO AWADUCT 4008-ABIERTA 8 X 8 P/040,Awaduct,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE0384,DELLAVO-394/BA PASADOR ED ESTAM N2 35X45 BLANC   (12) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0379,DELLAVO-7579/I BISAGRA C/BULON P/POSTE IZQ 38X350   (6) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
SA4645,SOLUCION DESLIZANTE AWADUCT 4022-SPRAY DE 440 CC,Awaduct,Pinturas,Aerosoles-Artistica-Terminacion,Aerosoles-Artistica-Terminacion,5000.00,6750.00,2,Unidad
HE0342,"RIEL PARA MENSULA ESTANTE RIEL NEGRO X 2,00 MTS.",Riel,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE0325,MN-CIERRE VENT.CORR.BATI-71 1011B -C/PTE.IZQ.,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
HE0322,MN-CERROJO A CREMALLERA BRONCE 1008C - 2 SIMPLE,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA4713,FERRUM-ESPACIO-TAPA Y ASIENTO P/INOD.ABIE TTE4 BL,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
HE0296,DELLAVO-7143 MANIJON S/BOCALLAVE 255MM    HIE NEG   (1) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0285,DELLAVO-7528 BISAGRA DOBLE ALA 32X150MM    H.FORJ   (6) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0212,DELLAVO-7070 MANIJA PUENTE REF 120MM      HIE NEG   (10) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0207,DELLAVO-7005 PERCHA 2 GANCHOS ESTILO 82MM HIE NEG   (5) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0111,DELLAVO-5328 PORTA CEPILLOS 120MM   (2) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0106,DELLAVO-5312 PERCHA 1 GANCHO ESTILO CHICA 60MM   (24) IMP.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0003,DELLAVO-152/AB CUBETA ESTAMP.C/BOCA 90X33 BRO PUL   (25) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
HE0002,DELLAVO-152/A  CUBETA ESTAMP.S/BOCA 90X33 BRO PUL   (25) NAC.,Ferreteria General,Ferreteria General,Herrajes,Herrajes,5000.00,6750.00,2,Unidad
FE9365,DISCO DE CORTE DREMEL 545 CERAMICA MINITORNO,Disco,Herramientas Electricas,Corte Herramientas Electricas,Corte Herramientas Electricas,5000.00,6750.00,2,Unidad
FE9358,PINZA DE PRESIÑN 10 CURVA TRUPER 17423,Pinza,Herramientas Manuales,Herramientas Sujecion Y Agarre,Herramientas Sujecion Y Agarre,5000.00,6750.00,2,Unidad
FE9312,TESTER MULTÑMETRO DIGITAL TRUPER 10400,Tester,Instalaciones Elñctricas,Herramientas/Complementos,Herramientas/Complementos,5000.00,6750.00,2,Unidad
FE9282,MANDRIL DE ENCASTRE RAPIDO TORNO DREMEL EASY LOCK EZ402,Mandril,Herramientas Electricas,"Lijado, Desgaste, Pulido","Lijado, Desgaste, Pulido",5000.00,6750.00,2,Unidad
SA4970,FERRUM-ESPACIO-BAR.REBAT.80CM PORT C/ACC VTEPA BL,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
SA5020,FV-MALENA GRIF.LAVATORIO PARED         203/16-CCC,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE9232,BOLSO CINTURON PORTA HERRAMIENTAS EINHELL-KWB,Bolso,Herramientas Electricas,Otros Complementos,Otros Complementos,5000.00,6750.00,2,Unidad
FE9228,JUEGO KIT PUNTAS ATORNILLADOR EINHELL 32 PIEZAS,Juego,Herramientas Electricas,Otros Complementos,Otros Complementos,5000.00,6750.00,2,Unidad
SA5047,FV-VALVULA ESFERICA HH 650.10 50MM - 2  **BAJA**,Fv,Redes Sanitarias,Agua,Agua,5000.00,6750.00,2,Unidad
SA5127,TERMOCUPLA 700 MM C/ROSCADO                  1515,Termocupla,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
PI3668,COLORIN LATEX EXTERIOR-INTERIOR PARA PISOS NEGRO X 20 LT,Colorin,Pinturas,Exterior,Exterior,5000.00,6750.00,2,Unidad
FE9112,MOTORARG-BOMBA DESAGOTE DOMESTICA-SAP AS 100 1.25 HP   F.SA.3.AS12.M,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE9110,MOTORARG-BOMBA DESAGOTE DOMESTICA-SAP AS 400 0.5 HP   F.SA.2.AS05.M,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
FE9104,MOTORARG-BOMBA PRESURIZADORA-V/V TIP MATIC 3-6 HASTA 6 BAÑOS   A.TI.3.M003.M,Plomeria,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
SA5175,TERMOCUPLA SOPORTE LISO L 1200 MM          2426,Termocupla,Plomeria,Distribucion De Agua,Distribucion De Agua,5000.00,6750.00,2,Unidad
FE9002,ROWA MAX PRESS 22 PRESURIZADOR  - 2 BAÑOS 0005-0392,Rowa,Plomeria,Bombas De Agua,Bombas De Agua,5000.00,6750.00,2,Unidad
SA5182,UNIDAD MAGNETICA UM 14                       1541,Unidad,Plomeria,Repuestos Plomeria,Repuestos Plomeria,5000.00,6750.00,2,Unidad
FE8926,BIASSONI-994306 LLAVE TUBO 1/2 X 14 MM ESTRIADA,Herramientas Manuales,Herramientas Manuales,Llaves Y Bocallaves,Llaves Y Bocallaves,5000.00,6750.00,2,Unidad
FE8905,OMBU ZAPATO PRUSIANO C/ PUNTERA SINTETICA Nº37,Ombu,Ferreteria General,Seguridad Industrial,Seguridad Industrial,5000.00,6750.00,2,Unidad
PI3667,COLORIN LATEX EXTERIOR-INTERIOR PARA PISOS NEGRO X 4 LT,Colorin,Pinturas,Exterior,Exterior,5000.00,6750.00,2,Unidad
FE8691,BIASSONI-2716 ESPATULA PINTOR CLASICA C/MAD 90MM,Sica,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,5000.00,6750.00,2,Unidad
FE8690,BIASSONI-2715 ESPATULA PINTOR CLASICA C/MAD 80MM,Sica,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,5000.00,6750.00,2,Unidad
AB0852,BARBIERI ACC.P/CORT.1182001-ELEVADOR MOD.T 2 COMP,Barbieri,Aberturas,Accesorios Aberturas,Accesorios Aberturas,5000.00,6750.00,2,Unidad
FE8627,BIASSONI-2862 TIJERA CORTAPERNOS 18,Herramientas Manuales,Herramientas Manuales,Herramientas De Corte Y Desbaste,Herramientas De Corte Y Desbaste,5000.00,6750.00,2,Unidad
FE8568,BIASSONI-1550 MARTILLO FORJ.CARPINTERO 20MM C/CAB,Herramientas Manuales,Herramientas Manuales,Albañileria Y Plomeria,Albañileria Y Plomeria,5000.00,6750.00,2,Unidad
SA5471,FV-PRESSMATIC DUCHA AUTOM.ANTIVANDALICA    343-CR,Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
SA5477,FV-PRESSMATIC TAPA TECLA ANTIVANDALICA 0349 CR (P/VALV.DESC.0368.01),Fv,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE8546,BIASSONI-1258 MECHA LARGA P/TALADRO ELECT  3/4,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
PI4523,COLORIN REVESTIMIENTO TRAVERTINO/RULATO MEDIANO -LLANA- TABACO X 6 KG,Colorin,Pinturas,Exterior,Exterior,5000.00,6750.00,2,Unidad
SA5501,HIDROFLEX-CONEXION 1530-MANGUITO HEMBRA 16X1/2,Plomeria,Plomeria,Radiadores Y Calderas,Radiadores Y Calderas,5000.00,6750.00,2,Unidad
PI4520,COLORIN REVESTIMIENTO TRAVERTINO/RULATO MEDIANO -LLANA- BEIGE TOSTADO X 6 KG,Colorin,Pinturas,Exterior,Exterior,5000.00,6750.00,2,Unidad
SA5541,TUBO HIDROFLEX-RADIANT 1513-P/PISO C/ALUM.18X400M ** BAJA **,Tubo,Plomeria,Radiadores Y Calderas,Radiadores Y Calderas,5000.00,6750.00,2,Unidad
FE8543,BIASSONI-1255 MECHA LARGA P/TALADRO ELECT  9/16,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
FE8530,BIASSONI-1151 MECHA CORTA P/TALADRO ELECT  5/16,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
SA5587,FERRUM-MARINA-BIDET 1AG.           BHA1J BLANCO,Ferrum,Baños Y Cocinas,Sanitarios,Sanitarios,5000.00,6750.00,2,Unidad
SA5614,ITEPA-ASAS GRIF.PLASTICA BIDET      BLANCO MB-BA,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE8505,BIASSONI-1106 MECHA CORTA P/TALADRO MANUAL  1/2,Herramientas Electricas,Herramientas Electricas,Perforacion Herramientas Electricas,Perforacion Herramientas Electricas,5000.00,6750.00,2,Unidad
FE6701,CARBON DP TAL.16MM ALTO TOR. M.TP161P 1050W - 347,Carbon,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA5658,ENCEND.PIEZOELEC.-EP32 BOTON NEGRO           1041,Plomeria,Plomeria,Repuestos Plomeria,Repuestos Plomeria,5000.00,6750.00,2,Unidad
FE6685,CARBON DW/28474W AMOL.ANG 7 6.2X15.95X26.30 -450,Carbon,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE6666,NICHOLSON-DESTORNILLADOR PHILLIPS N3 5/16X6 ERGO.,Ips,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
FE6657,NICHOLSON-DESTORNILLADOR PLANO 5/16X6 ERGONOMICO,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
FE6656,NICHOLSON-DESTORNILLADOR PLANO 5/16X5 ERGONOMICO,Herramientas Manuales,Herramientas Manuales,Destornilladores Y Fijacion,Destornilladores Y Fijacion,5000.00,6750.00,2,Unidad
SA5694,ENCEND.PIEZOELEC.-EP31 BOTON               (1040),Plomeria,Plomeria,Repuestos Plomeria,Repuestos Plomeria,5000.00,6750.00,2,Unidad
FE6234,ADIABATIC-MEDIO CUERPO TRASERO    EC3000 1544DLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE6233,ADIABATIC-MEDIO CUERPO DELANTERO  EC3000 1542DLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA5697,GENEBRE-BOQUILLA REGULABL.P/MANGUERA 1/2 BR  3218,Genebre,Baños Y Cocinas,Griferias,Griferias,5000.00,6750.00,2,Unidad
FE6232,ADIABATIC-MEDIO CUERPO TRASERO    EC2000 1549DLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE6231,ADIABATIC-MEDIO CUERPO DELANTERO  EC2000 1548DLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE6230,ADIABATIC-MEDIO CUERPO DELA.VIEJO EC2000 1123CLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
FE6229,ADIABATIC-TAPA FILTRO MOD.VIEJO EC2000   1217CLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA5750,FV-DENISSE ACC.PERCHA                   166/64-CR **BAJA**,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA5751,FV-DENISSE ACC.PORTARROLLO              167/64-CR **BAJA**,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA5752,FV-DENISSE ACC.JABONERA                 168/64-CR **BAJA**,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
SA5753,FV-DENISSE ACC.PORTAVASO CON VASO       169/64-CR **BAJA**,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
FE6228,ADIABATIC-MEDIO CUERPO TRAS.VIEJO EC2000 1124CLXO,Sin Clasificar,Sin Clasificar,Sin Clasificar,Sin Clasificar,5000.00,6750.00,2,Unidad
SA5773,FV-DENISSE ACC.PORTARROLLO              167/64-QS **BAJA**,Fv,Baños Y Cocinas,Accesorios De Baño,Accesorios De Baño,5000.00,6750.00,2,Unidad
